	Villapol_11_DPI_527	Villapol_11_DPI_528	Villapol_11_DPI_529	Villapol_11_DPI_530	Villapol_11_DPI_531	Villapol_11_DPI_532	Villapol_11_DPI_533	Villapol_11_DPI_534	Villapol_11_DPI_535	Villapol_11_DPI_536	Villapol_11_DPI_537	Villapol_11_DPI_538	Villapol_11_DPI_539	Villapol_11_DPI_540	Villapol_11_DPI_541	Villapol_11_DPI_542	Villapol_11_DPI_543	Villapol_11_DPI_544	Villapol_11_DPI_545	Villapol_11_DPI_546	Villapol_11_DPI_547	Villapol_11_DPI_548	Villapol_11_DPI_549	Villapol_11_DPI_550	Villapol_11_DPI_551	Villapol_11_DPI_552	Villapol_11_DPI_553	Villapol_11_DPI_554	Villapol_11_DPI_555	Villapol_11_DPI_556	Villapol_11_DPI_557	Villapol_11_DPI_558	Villapol_11_DPI_559	Villapol_11_DPI_560	Villapol_11_DPI_561	Villapol_11_DPI_562	Villapol_11_DPI_563	Villapol_11_DPI_564	Villapol_11_DPI_565	Villapol_11_DPI_566	Villapol_11_DPI_567	Villapol_11_DPI_568	Villapol_11_DPI_569	Villapol_11_DPI_570	Villapol_11_DPI_571	Villapol_11_DPI_572	Villapol_11_DPI_573	Villapol_11_DPI_574	Villapol_11_DPI_575	Villapol_11_DPI_576	Villapol_11_DPI_577	Villapol_11_DPI_578	Villapol_11_DPI_579	Villapol_11_DPI_580	Villapol_11_DPI_581	Villapol_11_DPI_582	Villapol_11_DPI_583	Villapol_11_DPI_584	Villapol_11_DPI_585	Villapol_11_DPI_586	Villapol_11_DPI_587	Villapol_11_DPI_588	Villapol_11_DPI_589	Villapol_11_DPI_590	Villapol_11_DPI_591	Villapol_11_DPI_592	Villapol_11_DPI_593	Villapol_11_DPI_594	Villapol_11_DPI_595	Villapol_11_DPI_596	Villapol_11_DPI_597	Villapol_11_DPI_598	Villapol_11_DPI_599	Villapol_527_1DPI	Villapol_527_3DPI	Villapol_527_BA	Villapol_528_1DPI	Villapol_528_3DPI	Villapol_528_BA	Villapol_529_1DPI	Villapol_529_3DPI	Villapol_529_BA	Villapol_530_1DPI	Villapol_531_1DPI	Villapol_532_1DPI	Villapol_533_1DPI	Villapol_533_3DPI	Villapol_533_BA	Villapol_534_1DPI	Villapol_535_1DPI	Villapol_535_3DPI	Villapol_535_BA	Villapol_536_1DPI	Villapol_537_1DPI	Villapol_538_1DPI	Villapol_538_3DPI	Villapol_538_BA	Villapol_539_1DPI	Villapol_539_3DPI	Villapol_539_BA	Villapol_540_1DPI	Villapol_540_3DPI	Villapol_540_BA	Villapol_541_1DPI	Villapol_541_3DPI	Villapol_541_BA	Villapol_542_1DPI	Villapol_543_1DPI	Villapol_544_1DPI	Villapol_545_1DPI	Villapol_546_1DPI	Villapol_546_3DPI	Villapol_546_BA	Villapol_547_1DPI	Villapol_547_3DPI	Villapol_547_BA	Villapol_548_1DPI	Villapol_548_3DPI	Villapol_548_BA	Villapol_549_1DPI	Villapol_549_3DPI	Villapol_549_BA	Villapol_550_1DPI	Villapol_550_3DPI	Villapol_550_BA	Villapol_551_1DPI	Villapol_552_1DPI	Villapol_553_1DPI	Villapol_553_3DPI	Villapol_553_BA	Villapol_554_1DPI	Villapol_555_1DPI	Villapol_556_1DPI	Villapol_557_1DPI	Villapol_557_3DPI	Villapol_557_BA	Villapol_558_1DPI	Villapol_559_1DPI	Villapol_560_1DPI	Villapol_560_3DPI	Villapol_560_BA	Villapol_561_1DPI	Villapol_562_1DPI	Villapol_562_3DPI	Villapol_562_BA	Villapol_563_1DPI	Villapol_563_3DPI	Villapol_563_BA	Villapol_564_1DPI	Villapol_565_1DPI	Villapol_566_1DPI	Villapol_567_1DPI	Villapol_568_1DPI	Villapol_569_1DPI	Villapol_570_1DPI	Villapol_571_1DPI	Villapol_572_1DPI	Villapol_573_1DPI	Villapol_574_1DPI	Villapol_575_1DPI	Villapol_576_1DPI	Villapol_577_1DPI	Villapol_578_1DPI	Villapol_579_1DPI	Villapol_580_1DPI	Villapol_581_1DPI	Villapol_582_1DPI	Villapol_583_1DPI	Villapol_584_1DPI	Villapol_585_1DPI	Villapol_586_1DPI	Villapol_587_1DPI	Villapol_587_3DPI	Villapol_587_BA	Villapol_588_1DPI	Villapol_589_1DPI	Villapol_589_3DPI	Villapol_589_BA	Villapol_590_1DPI	Villapol_591_1DPI	Villapol_592_1DPI	Villapol_592_3DPI	Villapol_592_BA	Villapol_593_1DPI	Villapol_593_3DPI	Villapol_593_BA	Villapol_594_1DPI	Villapol_595_1DPI	Villapol_596_1DPI	Villapol_597_1DPI	Villapol_597_3DPI	Villapol_597_BA	Villapol_598_1DPI	Villapol_599_1DPI	Villapol_600_1DPI	Villapol_601_1DPI	Villapol_602_1DPI	Villapol_603_1DPI	Villapol_604_1DPI	Villapol_605_1DPI	Villapol_606_1DPI	Villapol_606_3DPI	Villapol_606_BA	Villapol_607_1DPI	Villapol_608_1DPI	Villapol_609_1DPI	Villapol_610_1DPI	Villapol_611_1DPI	Villapol_612_1DPI	Villapol_612_3DPI	Villapol_612_BA	Villapol_613_1DPI	Villapol_614_1DPI	Villapol_614_3DPI	Villapol_614_BA	Villapol_615_1DPI	Villapol_616_1DPI	Villapol_616_3DPI	Villapol_616_BA	Villapol_617_1DPI	Villapol_618_1DPI	Villapol_618_3DPI	Villapol_618_BA	Villapol_619_1DPI	Villapol_619_3DPI	Villapol_619_BA	Villapol_620_1DPI	Villapol_620_3DPI	Villapol_620_BA	Villapol_621_1DPI	Villapol_621_3DPI	Villapol_621_BA	Villapol_622_1DPI	Villapol_622_3DPI	Villapol_622_BA	Villapol_623_1DPI	Villapol_623_3DPI	Villapol_623_BA	Villapol_624_1DPI	Villapol_624_3DPI	Villapol_624_BA	Villapol_625_1DPI	Villapol_625_3DPI	Villapol_625_BA	Villapol_626_1DPI	Villapol_626_3DPI	Villapol_626_BA	Villapol_627_1DPI	Villapol_627_3DPI	Villapol_627_BA	Villapol_628_1DPI	Villapol_628_3DPI	Villapol_628_BA	Villapol_629_1DPI	Villapol_629_3DPI	Villapol_629_BA	Villapol_630_1DPI	Villapol_630_3DPI	Villapol_630_BA	Villapol_631_1DPI	Villapol_631_3DPI	Villapol_631_BA	Villapol_632_1DPI	Villapol_632_3DPI	Villapol_632_BA	Villapol_633_1DPI	Villapol_633_3DPI	Villapol_633_BA	Villapol_634_1DPI	Villapol_634_3DPI	Villapol_634_BA	Villapol_635_1DPI	Villapol_635_3DPI	Villapol_635_BA	Villapol_636_1DPI	Villapol_636_3DPI	Villapol_636_BA	Villapol_637_1DPI	Villapol_637_3DPI	Villapol_637_BA
g__Emergencia	0	0	0	13	6	0	0	0	0	0	0	27	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	13	1	0	0	0	97	4	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	2	0
g__Enterenecus	0	104	0	0	61	0	0	0	0	0	0	30	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	15	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	12	0	0	0	0	0	8	0	0	0
g__Enterocloster	11	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus_B	28	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus_F_359103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus_H_360604	865	0	9	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	72	0	0	0	0	32	0	0	0	0	0	0	0	155	0	0	0	0	0	0	54	0	0	0	0	7	4	0	0	0	0	0	0	112	0	9172	1348	0	10763	1208	0	806	1442	14501	313	471	0	1320	186	0	0	0	2767	7	175	0	4	301	0	7123	55	0	2862	479	0	1120	3369	1260	2916	9062	0	0	5229	0	0	2378	0	0	4573	0	0	2286	1723	0	225	10465	7819	252	0	591	1970	1439	7	297	0	78	0	645	3316	0	3492	3665	85	0	974	266	0	2449	1677	15082	0	143	17697	480	11237	2653	8395	16030	11381	4267	595	2208	935	936	10353	9164	15235	2247	78	467	12	205	0	15	51	676	0	15780	306	17511	1698	0	3469	1818	0	4934	0	1109	378	0	0	8649	331	1568	694	84	8	0	12698	15947	182	0	388	17206	0	0	340	0	0	0	473	105	14	0	0	12	0	0	0	0	347	0	11	358	0	0	0	0	47	0	0	0	98	0	0	633	0	4589	548	0	1053	507	0	6160	965	0	10014	256	0	2907	353	0	3839	0	0	3396	0	0	1474	0	0	2940	4	0	0	750	0	4	878	0	0	142	0	19	0	0	0	0	0
g__Enterorhabdus	0	21	707	4	7	20	0	0	19	0	4	0	0	0	19	10	18	7	0	26	147	0	0	13	32	0	0	29	15	0	18	102	51	34	0	0	0	15	0	0	0	24	25	25	21	0	34	0	0	71	0	71	29	44	0	0	90	329	14	0	22	23	0	8	0	26	44	19	26	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	8	0	9	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	12	0	0	0	10	0	0	0	32	5	0	0	0	0	13	0	0	0	0	24	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	25	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	11	0	0	6	0	0	0	11
g__Eubacterium_F	0	0	0	0	0	0	0	7	0	0	0	393	0	0	0	0	12	39	18	0	0	29	0	0	0	0	25	0	0	0	0	385	21	0	0	6	39	10	0	0	0	0	184	3	0	0	19	0	9	18	93	16	20	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	45	0	0	57	0	0	77	0	0	10	0	0	0	0	0	10	0	0	0	35	0	0	0	0	11	0	0	114	0	0	32	0	0	80	0	0	0	0	0	0	16	0	0	10	0	0	11	0	0	9	0	0	34	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	15	0	0	0	12	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	19	0	0	5	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	14	0	0	17	0	0	23	0	0	29	0	0	13	0	0	9	0	0	23	0	0	6	0	0	10	0	0	11	0	0	14	0	24	15	0	0	0	0	0	41	0	0	7	0	0	16	0	0	0	0	0	10
g__Eubacterium_G_180878	0	0	0	0	80	0	0	0	0	0	0	11	0	0	0	3	0	29	12	4	6	20	14	0	0	0	10	0	0	0	0	22	0	0	0	0	66	0	0	58	0	5	45	0	0	0	0	0	0	0	0	3	0	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	99	0	0	272	0	0	37	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	106	0	0	23	0	0	17	0	0	0	0	0	0	0	57	0	0	134	0	7	6	0	43	74	0	0	101	0	0	0	0	105	0	0	0	0	0	102	0	0	0	0	140	0	0	0	69	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	140	0	0	43	0	0	0	0	25	86	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	99	154	0	0	186	86	0	0	0	2	0	0	0	113	0	70	19	0	0	39	0	36	54	0	0	64	0	0	53	0	0	67	0	0	37	0	0	135	0	0	153	0	0	120	0	55	50	0	0	45	0	0	7	0	0	46	0	0	36	0	0	111	0	0	122	0	68	89	0	10	49
g__Eubacterium_R	0	0	0	0	0	0	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	73	0	0	14	0	0	0	0	0	0	0	0	46	31	0	0	0	0	0	0	0	16	0	0	38	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	119	27	0	0	144	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	7	0	0	9	0	0	3	0	0	22	0	0	0	0	0	8
g__Eubacterium_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
g__Evtepia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
g__Faecalibaculum	0	2886	4919	24	0	8409	458	346	0	0	11674	8946	12689	441	485	13373	16415	131	455	5927	3464	5732	8568	5242	8481	554	0	0	1982	3006	2678	16244	10169	7110	9275	290	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9936	0	17	9269	0	0	8258	84	0	11975	37	0	199	0	4	2240	9252	102	0	4899	1470	0	1376	286	0	8971	108	0	4507	259	0	0	60	7210	153	0	0	0	934	453	0	0	292	0	7465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0	0	3078	0	0	0	1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1111	0	0	36	0	0	0	0	0	0	0	0	0	0	0	417	0	0	1194	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	994	0	0	161	0	0	33	0
g__Faecimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fimenecus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
